$0;1693267379771780700;1.15-SNAPSHOT;KIEKER;fa370bf86134;1;false;0;NANOSECONDS;0
$1;1693267421279181800;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738119;1693267421278954100;1693267421279179700;fa370bf86134;7;3
$1;1693267421279195800;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;3515481721627738119;1693267421278899400;1693267421279193800;fa370bf86134;6;2
$1;1693267421427846700;public tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.storage.DriveStorage.loadData(long);<no-session-id>;3515481721627738119;1693267421427658800;1693267421427833400;fa370bf86134;73;5
$1;1693267421427916800;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;3515481721627738119;1693267421427598700;1693267421427913000;fa370bf86134;72;4
$1;1693267421430599100;private tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.ImageProvider.scaleAndRegisterImg(java.awt.image.BufferedImage, tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738119;1693267421429481200;1693267421430572800;fa370bf86134;74;4
$1;1693267421430632000;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738119;1693267421427520500;1693267421430627100;fa370bf86134;71;3
$1;1693267421430716500;public tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.storage.DriveStorage.loadData(long);<no-session-id>;3515481721627738119;1693267421430667600;1693267421430713100;fa370bf86134;77;5
$1;1693267421430731400;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;3515481721627738119;1693267421430657800;1693267421430729200;fa370bf86134;76;4
$1;1693267421432628800;private tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.ImageProvider.scaleAndRegisterImg(java.awt.image.BufferedImage, tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738119;1693267421431794600;1693267421432625000;fa370bf86134;78;4
$1;1693267421432657100;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738119;1693267421430640400;1693267421432654400;fa370bf86134;75;3
$1;1693267421432733300;public tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.storage.DriveStorage.loadData(long);<no-session-id>;3515481721627738119;1693267421432689500;1693267421432730700;fa370bf86134;81;5
$1;1693267421432750000;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;3515481721627738119;1693267421432680400;1693267421432745800;fa370bf86134;80;4
$1;1693267421434622300;private tools.descartes.teastore.image.StoreImage tools.descartes.teastore.image.ImageProvider.scaleAndRegisterImg(java.awt.image.BufferedImage, tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738119;1693267421433830100;1693267421434618600;fa370bf86134;82;4
$1;1693267421434649100;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738119;1693267421432665200;1693267421434646200;fa370bf86134;79;3
$1;1693267421434667200;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getProductImages(java.util.HashMap);<no-session-id>;3515481721627738119;1693267421427415600;1693267421434665400;fa370bf86134;70;2
$1;1693267426243075600;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;3515481721627738121;1693267426243063600;1693267426243064200;fa370bf86134;13;6
$1;1693267426243115100;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;3515481721627738121;1693267426243112000;1693267426243112500;fa370bf86134;14;6
$1;1693267426243134800;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;3515481721627738121;1693267426243027300;1693267426243120600;fa370bf86134;12;5
$1;1693267426243156700;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738121;1693267426242979100;1693267426243154300;fa370bf86134;11;4
$1;1693267426243169800;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;3515481721627738121;1693267426242927200;1693267426243167300;fa370bf86134;10;3
$1;1693267428462134200;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;3515481721627738123;1693267428462121400;1693267428462122100;fa370bf86134;18;5
$1;1693267428462173300;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;3515481721627738123;1693267428462169400;1693267428462170000;fa370bf86134;19;5
$1;1693267428462195600;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;3515481721627738123;1693267428462082300;1693267428462192700;fa370bf86134;17;4
$1;1693267428462216300;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738123;1693267428462023200;1693267428462214400;fa370bf86134;16;3
$1;1693267428462228900;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;3515481721627738123;1693267428461982500;1693267428462227200;fa370bf86134;15;2
$1;1693267431276042100;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;3515481721627738125;1693267431276030500;1693267431276031300;fa370bf86134;15;5
$1;1693267431276084600;protected java.util.Collection tools.descartes.teastore.image.cache.AbstractCache.getEntries();<no-session-id>;3515481721627738125;1693267431276081500;1693267431276081900;fa370bf86134;16;5
$1;1693267431276100500;public tools.descartes.teastore.image.cache.entry.ICachable tools.descartes.teastore.image.cache.AbstractCache.loadData(long);<no-session-id>;3515481721627738125;1693267431276000300;1693267431276098700;fa370bf86134;14;4
$1;1693267431276120000;private java.lang.String tools.descartes.teastore.image.ImageProvider.getImageFor(tools.descartes.teastore.image.ImageDBKey, tools.descartes.teastore.entities.ImageSize);<no-session-id>;3515481721627738125;1693267431275973700;1693267431276118600;fa370bf86134;13;3
$1;1693267431276132700;public jakarta.ws.rs.core.Response tools.descartes.teastore.image.rest.ImageProviderEndpoint.getWebUIImages(java.util.HashMap);<no-session-id>;3515481721627738125;1693267431275926200;1693267431276131400;fa370bf86134;12;2
